,train_size,test_size,oos_ic,oos_t_stat,positive_ic_days
2019,34113.0,10758.0,0.03112600722338648,3.0880456016057116,0.5394190871369294
2020,44871.0,11496.0,0.03440008527066591,2.7164803621877165,0.576
2021,56367.0,11392.0,-0.008907398965574704,-0.7552684542155437,0.4959677419354839
2022,67759.0,11408.0,-0.0019043498154834699,-0.15150978405206394,0.4959677419354839
2023,79167.0,11254.0,0.03504794509241667,3.8485921739974898,0.6081632653061224
2024,90421.0,11311.0,-0.0028286406402874918,-0.23925244082068028,0.5121951219512195
2025,101732.0,11450.0,-0.008862461873395523,-0.7988975873777471,0.4497991967871486
2026,113182.0,3394.0,-0.03685349922495105,-2.2832914476618194,0.3918918918918919
