Date,AXISBANK,ITC,NTPC,RELIANCE,SBILIFE,TCS
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-04,0.20012007204322593,0.20012007204322593,0.20012007204322593,0.20012007204322593,0.0,0.20012007204322593
2017-10-05,0.19816224353786044,0.19843187636667214,0.20367083299910427,0.20133503208063822,0.0,0.19900013586493942
2017-10-06,0.19665957787364752,0.19675130839719526,0.20708562294530372,0.20206898571136764,0.0,0.1980275312300358
2017-10-09,0.19765785372501302,0.19810135738595608,0.20571465105835607,0.2005062136347658,0.0,0.19861289775708413
2017-10-10,0.19978269559017983,0.1955620377548447,0.20515231416957985,0.20228522962906023,0.0,0.19780705369254356
2017-10-11,0.19991030703277365,0.1946448885227275,0.20404715071219587,0.20121296845083342,0.0,0.20077302035486685
2017-10-12,0.19981658055209942,0.19224141160525296,0.20243940156975215,0.20520252646513543,0.0,0.2008776680669744
2017-10-13,0.20114702320322367,0.19117660365903816,0.20114070163812275,0.20574009477391583,0.0,0.20137223351529132
2017-10-16,0.1978258193264745,0.1924232091562309,0.20082129280752717,0.20596397033464992,0.0,0.20354276217284803
2017-10-17,0.19551440414771423,0.19266296929749552,0.20177589199164037,0.20583678786750725,0.0,0.20478826003121361
2017-10-18,0.1778695499671499,0.1958792147862241,0.20527066336959945,0.2163728963645028,0.0,0.20518890107381718
2017-10-19,0.17748173376631732,0.1967248605577878,0.20320939366122687,0.2167752220639612,0.0,0.20639404012638998
2017-10-23,0.17284301765298324,0.19410035900690595,0.20464779926617868,0.22305047549853474,0.0,0.20594141280577674
2017-10-24,0.17290130869504838,0.1932703980567127,0.20922443266288193,0.22083823231428357,0.0,0.20434630811439722
2017-10-25,0.17879779780821123,0.19257633216018838,0.20866565905206158,0.21952598432467363,0.0,0.20100798608714904
2017-10-26,0.1821146729814204,0.19096734563849782,0.20904929057416852,0.22012384705435403,0.0,0.19831561132846262
2017-10-27,0.1831541776992462,0.19208272724399122,0.206464916764921,0.21654161477382267,0.0,0.20232863995118688
2017-10-30,0.18197319363042277,0.18862526664822665,0.2066959100236103,0.21895086409599132,0.0,0.20432544333190017
2017-10-31,0.1940137072981624,0.18644201901162782,0.2023732845053266,0.21559059820124093,0.0,0.20214329586139734
2017-11-01,0.19690227809074554,0.18788167729558292,0.2002456449103256,0.21657426460936394,0.0,0.19895466272178797
2017-11-02,0.500361509929802,0.0,0.0,0.0,0.0,0.500361509929802
2017-11-03,0.5046459188397391,0.0,0.0,0.0,0.0,0.49607255846149234
2017-11-06,0.4977347672218034,0.0,0.0,0.0,0.0,0.5029812949049891
2017-11-07,0.4901294946277842,0.0,0.0,0.0,0.0,0.5105854575870858
2017-11-08,0.4960901558971312,0.0,0.0,0.0,0.0,0.5046099828792857
2017-11-09,0.4939122176117858,0.0,0.0,0.0,0.0,0.5067905873650265
2017-11-10,0.49848169685267524,0.0,0.0,0.0,0.0,0.5022218815630363
2017-11-13,0.490443378251984,0.0,0.0,0.0,0.0,0.510258452002859
2017-11-14,0.49833139485520994,0.0,0.0,0.0,0.0,0.5023708758334552
2017-11-15,0.4975125609119359,0.0,0.0,0.0,0.0,0.5031932773765219
2017-11-16,0.4939919120115122,0.0,0.0,0.0,0.0,0.5067081563780573
2017-11-17,0.497511911734529,0.0,0.0,0.0,0.0,0.5031934050444058
2017-11-20,0.49913258678631434,0.0,0.0,0.0,0.0,0.5015714579767556
2017-11-21,0.5027285586081529,0.0,0.0,0.0,0.0,0.4979784187471174
2017-11-22,0.4991112669917162,0.0,0.0,0.0,0.0,0.5015988046230635
2017-11-23,0.5007378253807141,0.0,0.0,0.0,0.0,0.49996978174288015
2017-11-24,0.5007232120759516,0.0,0.0,0.0,0.0,0.4999826232753204
2017-11-27,0.5072181250820891,0.0,0.0,0.0,0.0,0.49347909952770463
2017-11-28,0.508672839227046,0.0,0.0,0.0,0.0,0.4920224698279174
2017-11-29,0.5053499214542679,0.0,0.0,0.0,0.0,0.495357250402348
2017-11-30,0.50085139936686,0.0,0.0,0.0,0.0,0.4998679350912906
2017-12-01,0.5007967807675275,0.0,0.0,0.0,0.0,0.49992456378945876
2017-12-04,0.21632809657352176,0.4532737273592866,0.0,0.3313401452850349,0.0,0.0
2017-12-05,0.21527775201225086,0.45037808503637855,0.0,0.3352847233789976,0.0,0.0
2017-12-06,0.2142741165485805,0.44652454797491803,0.0,0.3401421874919439,0.0,0.0
2017-12-07,0.21434939129534203,0.4467984230520949,0.0,0.3397871117982997,0.0,0.0
2017-12-08,0.21449122529205292,0.4555045873949673,0.0,0.33092515992473026,0.0,0.0
2017-12-11,0.21416544500798476,0.45963500728352,0.0,0.32711473541509245,0.0,0.0
2017-12-12,0.21393581732462558,0.4564804084697395,0.0,0.3305090135230298,0.0,0.0
2017-12-13,0.21407223911800521,0.4547244137901211,0.0,0.3321341015418824,0.0,0.0
2017-12-14,0.21336644523335727,0.45754424181722536,0.0,0.33000723271105165,0.0,0.0
2017-12-15,0.21538064405003673,0.4569891563736563,0.0,0.3285457931323152,0.0,0.0
2017-12-18,0.21602220107514938,0.4553436244883997,0.0,0.32955132362902817,0.0,0.0
2017-12-19,0.21678631999151127,0.4546340265266106,0.0,0.32949173480455557,0.0,0.0
2017-12-20,0.2180080366853602,0.4548540945894363,0.0,0.3280536840632232,0.0,0.0
2017-12-21,0.21679546842290084,0.45646345277402484,0.0,0.3276610078497608,0.0,0.0
2017-12-22,0.21763139762861805,0.45446107091135035,0.0,0.3288232509837473,0.0,0.0
2017-12-26,0.21694036789752033,0.45367870632867807,0.0,0.3302914350778202,0.0,0.0
2017-12-27,0.2180356477608015,0.45284323454950903,0.0,0.33003688392264824,0.0,0.0
2017-12-28,0.2157231718498249,0.45387007875938284,0.0,0.33132564379577073,0.0,0.0
2017-12-29,0.2206938305129352,0.45265601965295105,0.0,0.3275617125223154,0.0,0.0
2018-01-01,0.22242268890106334,0.45330970701166284,0.0,0.3251837895371363,0.0,0.0
2018-01-02,0.1496885923712662,0.33304906570006376,0.0,0.22942865279732752,0.0,0.288180057609099
2018-01-03,0.14956883189471443,0.33272812935619406,0.0,0.22977326317653404,0.0,0.28827528027997923
2018-01-04,0.1488623408477088,0.33198947053105676,0.0,0.23028885780560052,0.0,0.28920354129519116
2018-01-05,0.14873619160549856,0.33143729304693353,0.0,0.22945839939152654,0.0,0.2907099892956417
2018-01-08,0.14812824888184,0.3321749954486777,0.0,0.22893811299566377,0.0,0.29109779389298285
2018-01-09,0.14682193959657172,0.33547084751952594,0.0,0.23001047139812114,0.0,0.2880329909937155
2018-01-10,0.14491988695716326,0.33118203687979303,0.0,0.2283785758768599,0.0,0.2958528681051828
2018-01-11,0.1443625419959979,0.33279298548001746,0.0,0.22803063746061106,0.0,0.29514832780426864
2018-01-12,0.14377597167469436,0.3308379495777632,0.0,0.23133985632628631,0.0,0.2943815465777815
2018-01-15,0.14543442429415304,0.3314624134457434,0.0,0.23176981847888137,0.0,0.2916692380753485
2018-01-16,0.14639903023348586,0.3247689619204304,0.0,0.22579943092995655,0.0,0.30336910804869727
2018-01-17,0.14978845617576372,0.32511163575901625,0.0,0.2227152757086119,0.0,0.3027160103954464
2018-01-18,0.14808849604518223,0.33052757803013594,0.0,0.2191943136766342,0.0,0.30251745356730053
2018-01-19,0.1480186467575721,0.3286980829263126,0.0,0.21980582143503097,0.0,0.30380210991992435
2018-01-22,0.14880106395850287,0.31788119238009216,0.0,0.22247747159058212,0.0,0.3111552816856641
2018-01-23,0.14986829995080914,0.3191504499842643,0.0,0.2236563121117932,0.0,0.30763783234578174
2018-01-24,0.14605327901084425,0.3228047184287408,0.0,0.21849777813300303,0.0,0.31295524787840096
2018-01-25,0.1485537303081864,0.32375778048089243,0.0,0.21919655575029826,0.0,0.3088040969474849
2018-01-29,0.14624540335945538,0.31782313549678426,0.0,0.21923185244292362,0.0,0.31701227567561935
2018-01-30,0.14500992510527852,0.32087638523658174,0.0,0.21845887134955724,0.0,0.3159710051803407
2018-01-31,0.14585138237322415,0.3183624462863537,0.0,0.2223027288783689,0.0,0.3138015444733239
2018-02-01,0.1452206945052805,0.3219747199874311,0.0,0.21761679940816747,0.0,0.31550493999394097
2018-02-02,0.0,0.0,1.0012016352611166,0.0,0.0,0.0
2018-02-05,0.0,0.0,1.0011940368084407,0.0,0.0,0.0
2018-02-06,0.0,0.0,1.0012009075140735,0.0,0.0,0.0
