train_end,test_end,n_is,n_oos,is_sharpe,oos_sharpe,is_mean_ret,oos_mean_ret,degradation
2022-08-30,2023-07-28,905,226,1.643820676646585,0.5657997757990743,0.23181318342005042,0.05655615700254071,0.6558020081890483
2023-07-28,2024-07-03,1131,226,1.4701382601816197,2.2894201780358125,0.19679276965315634,0.28426461582194196,-0.557282223069944
2024-07-03,2025-06-02,1357,226,1.5979917307535623,0.0009519428740519406,0.21136066739386788,0.00012541547606026928,0.9994042879848928
2025-06-02,2026-04-30,1583,226,1.370334792393408,1.0010156390150362,0.18120326566713096,0.09221412251545263,0.26951016308454373
