date,cost_dollars,traded_dollars,w_AXISBANK,w_ITC,w_NTPC,w_RELIANCE,w_SBILIFE,w_TCS
2020-08-04,5.637817911944135,9396.363186573559,0.46891429143361546,0.0,0.5310857085663845,0.0,0.0,0.0
2020-09-02,864.1225500874016,1440204.250145669,0.0,0.3429211049833439,0.2557628315053027,0.0,0.0,0.4013160635113534
2020-10-05,908.2606191768657,1513767.6986281092,0.2767884751894035,0.0,0.3492899836399088,0.3739215411706876,0.0,0.0
2020-11-03,89.59160731750087,149319.34552916812,0.2908675694100592,0.0,0.319756242871559,0.3893761877183818,0.0,0.0
2020-12-02,794.1432375418001,1323572.062569667,0.0,0.0,0.0,0.5,0.0,0.5
2021-01-04,881.5649518499079,1469274.9197498467,0.30844321059491864,0.0,0.3444973330490052,0.34705945635607627,0.0,0.0
2021-02-02,441.34421218379805,735573.6869729967,0.5,0.0,0.0,0.5,0.0,0.0
2021-03-02,805.044532232614,1341740.8870543565,0.17911297255137104,0.24237192588233755,0.0,0.26571006211948317,0.0,0.3128050394468082
2021-04-05,378.02068297540876,630034.4716256813,0.18597573188397254,0.0,0.2418798199775904,0.24753459367172612,0.0,0.32460985446671103
2021-05-04,719.1037199896441,1198506.19998274,0.0,0.35897148374648674,0.3018762007367061,0.33915231551680713,0.0,0.0
2021-06-02,983.4117910852563,1639019.6518087601,0.0,0.0,0.0,1.0,0.0,0.0
2021-07-02,949.1342766431842,1581890.4610719737,0.31170140784550304,0.0,0.32714496571808677,0.36115362643641025,0.0,0.0
2021-08-03,941.1654935908847,1568609.1559848078,0.0,0.0,0.0,0.5,0.0,0.5
2021-09-02,855.8254159419243,1426375.6932365405,0.0,0.0,0.5,0.5,0.0,0.0
2021-10-04,1066.1092376885144,1776848.7294808573,0.5,0.0,0.0,0.5,0.0,0.0
2021-11-02,1205.4000359251402,2009000.0598752336,0.0,0.0,0.27319868328920627,0.3784935950488792,0.0,0.34830772166191454
2021-12-02,1005.9489738288472,1676581.6230480785,0.2901547714677091,0.23023385986636963,0.22159615382253425,0.25801521484338713,0.0,0.0
2022-01-04,927.3125756003275,1545520.9593338792,0.5,0.0,0.5,0.0,0.0,0.0
2022-02-02,1662.439741480681,2770732.9024678012,0.226031183262359,0.25725261935114224,0.0,0.2198596315952871,0.2968565657912116,0.0
2022-03-03,1098.4865177085494,1830810.862847582,0.2778580979331973,0.0,0.0,0.34437990296092535,0.0,0.3777619991058773
2022-04-04,726.8153016007329,1211358.8360012218,0.0,0.0,0.33319071123266464,0.30458942790048565,0.0,0.36221986086684976
2022-05-04,960.7492799541935,1601248.799923656,0.21634465807759415,0.0,0.0,0.2514534718731689,0.22068556502664854,0.3115163050225884
2022-06-02,1537.6864128460602,2562810.6880767667,0.0,0.0,0.0,0.0,0.0,1.0
2022-07-04,1724.159496670808,2873599.1611180133,0.17183560223831293,0.19055779901395314,0.15395534379078737,0.1345419082917024,0.1730216916155591,0.17608765504968513
2022-08-02,1577.3749022991049,2628958.170498508,0.5,0.0,0.0,0.5,0.0,0.0
2022-09-02,1128.5428832371574,1880904.8053952623,0.27842551061422804,0.0,0.2474180776996211,0.2287788334073356,0.0,0.2453775782788154
2022-10-04,661.2433314091211,1102072.2190152018,0.23875340000615888,0.0,0.0,0.2788688947450334,0.21850781805763148,0.2638698871911763
2022-11-02,1121.3654481973429,1868942.413662238,0.0,0.0,0.2825609037825121,0.35488570496086175,0.0,0.3625533912566262
2022-12-02,2486.8176549952836,4144696.091658806,0.0,1.0,0.0,0.0,0.0,0.0
2023-01-03,1869.8083119623666,3116347.1866039443,0.1441391599134483,0.23384050458919878,0.18763518231652612,0.0,0.21276503880226036,0.22162011437856638
2023-02-02,1235.2679668473206,2058779.9447455346,0.25418314518084484,0.0,0.3050462283612285,0.258864918884311,0.1819057075736157,0.0
2023-03-02,606.3228041472672,1010538.0069121119,0.0,0.0,0.38896490122739313,0.36634132164885735,0.24469377712374948,0.0
2023-04-05,1065.8746868459125,1776457.811409854,0.0,0.21137057300702655,0.23816127961651612,0.18556313738351216,0.15038277405510894,0.21452223593783634
