Date,t0.49_cw30_binary_mp0.3,t0.49_cw30_binary_mp0.4,t0.49_cw30_scaled_mp0.3,t0.49_cw30_scaled_mp0.4,t0.49_cw60_binary_mp0.3,t0.49_cw60_binary_mp0.4,t0.49_cw60_scaled_mp0.3,t0.49_cw60_scaled_mp0.4,t0.49_cw90_binary_mp0.3,t0.49_cw90_binary_mp0.4,t0.49_cw90_scaled_mp0.3,t0.49_cw90_scaled_mp0.4,t0.5_cw30_binary_mp0.3,t0.5_cw30_binary_mp0.4,t0.5_cw30_scaled_mp0.3,t0.5_cw30_scaled_mp0.4,t0.5_cw60_binary_mp0.3,t0.5_cw60_binary_mp0.4,t0.5_cw60_scaled_mp0.3,t0.5_cw60_scaled_mp0.4,t0.5_cw90_binary_mp0.3,t0.5_cw90_binary_mp0.4,t0.5_cw90_scaled_mp0.3,t0.5_cw90_scaled_mp0.4,t0.51_cw30_binary_mp0.3,t0.51_cw30_binary_mp0.4,t0.51_cw30_scaled_mp0.3,t0.51_cw30_scaled_mp0.4,t0.51_cw60_binary_mp0.3,t0.51_cw60_binary_mp0.4,t0.51_cw60_scaled_mp0.3,t0.51_cw60_scaled_mp0.4,t0.51_cw90_binary_mp0.3,t0.51_cw90_binary_mp0.4,t0.51_cw90_scaled_mp0.3,t0.51_cw90_scaled_mp0.4,t0.52_cw30_binary_mp0.3,t0.52_cw30_binary_mp0.4,t0.52_cw30_scaled_mp0.3,t0.52_cw30_scaled_mp0.4,t0.52_cw60_binary_mp0.3,t0.52_cw60_binary_mp0.4,t0.52_cw60_scaled_mp0.3,t0.52_cw60_scaled_mp0.4,t0.52_cw90_binary_mp0.3,t0.52_cw90_binary_mp0.4,t0.52_cw90_scaled_mp0.3,t0.52_cw90_scaled_mp0.4,t0.53_cw30_binary_mp0.3,t0.53_cw30_binary_mp0.4,t0.53_cw30_scaled_mp0.3,t0.53_cw30_scaled_mp0.4,t0.53_cw60_binary_mp0.3,t0.53_cw60_binary_mp0.4,t0.53_cw60_scaled_mp0.3,t0.53_cw60_scaled_mp0.4,t0.53_cw90_binary_mp0.3,t0.53_cw90_binary_mp0.4,t0.53_cw90_scaled_mp0.3,t0.53_cw90_scaled_mp0.4,t0.54_cw30_binary_mp0.3,t0.54_cw30_binary_mp0.4,t0.54_cw30_scaled_mp0.3,t0.54_cw30_scaled_mp0.4,t0.54_cw60_binary_mp0.3,t0.54_cw60_binary_mp0.4,t0.54_cw60_scaled_mp0.3,t0.54_cw60_scaled_mp0.4,t0.54_cw90_binary_mp0.3,t0.54_cw90_binary_mp0.4,t0.54_cw90_scaled_mp0.3,t0.54_cw90_scaled_mp0.4
2019-01-02,-0.0006000000000000449,-0.0006000000000000449,-0.00011152867309516257,-0.00011152867309516257,-0.0006000000000000449,-0.0006000000000000449,-0.00011152867309516257,-0.00011152867309516257,-0.0006000000000000449,-0.0006000000000000449,-0.00011152867309516257,-0.00011152867309516257,-0.0006000000000000449,-0.0006000000000000449,-0.00010175924655708712,-0.00010175924655708712,-0.0006000000000000449,-0.0006000000000000449,-0.00010175924655708712,-0.00010175924655708712,-0.0006000000000000449,-0.0006000000000000449,-0.00010175924655708712,-0.00010175924655708712,-0.0006000000000000449,-0.0006000000000000449,-9.159106791545302e-05,-9.159106791545302e-05,-0.0006000000000000449,-0.0006000000000000449,-9.159106791545302e-05,-9.159106791545302e-05,-0.0006000000000000449,-0.0006000000000000449,-9.159106791545302e-05,-9.159106791545302e-05,-0.0006000000000000449,-0.0006000000000000449,-8.099921516369069e-05,-8.099921516369069e-05,-0.0006000000000000449,-0.0006000000000000449,-8.099921516369069e-05,-8.099921516369069e-05,-0.0006000000000000449,-0.0006000000000000449,-8.099921516369069e-05,-8.099921516369069e-05,-0.0006000000000000449,-0.0006000000000000449,-6.995664527353895e-05,-6.995664527353895e-05,-0.0006000000000000449,-0.0006000000000000449,-6.995664527353895e-05,-6.995664527353895e-05,-0.0006000000000000449,-0.0006000000000000449,-6.995664527353895e-05,-6.995664527353895e-05,-0.0006000000000000449,-0.0006000000000000449,-5.843396364912934e-05,-5.843396364912934e-05,-0.0006000000000000449,-0.0006000000000000449,-5.843396364912934e-05,-5.843396364912934e-05,-0.0006000000000000449,-0.0006000000000000449,-5.843396364912934e-05,-5.843396364912934e-05
2019-01-03,-0.024504456214635262,-0.024504456214635262,-0.004552690616953625,-0.004552690616953625,-0.024504456214635262,-0.024504456214635262,-0.004552690616953625,-0.004552690616953625,-0.024504456214635262,-0.024504456214635262,-0.004552690616953625,-0.004552690616953625,-0.024504456214635262,-0.024504456214635262,-0.00415385414088798,-0.00415385414088798,-0.024504456214635262,-0.024504456214635262,-0.00415385414088798,-0.00415385414088798,-0.024504456214635262,-0.024504456214635262,-0.00415385414088798,-0.00415385414088798,-0.024504456214635262,-0.024504456214635262,-0.0037387469021501474,-0.0037387469021501474,-0.024504456214635262,-0.024504456214635262,-0.0037387469021501474,-0.0037387469021501474,-0.024504456214635262,-0.024504456214635262,-0.0037387469021501474,-0.0037387469021501474,-0.024504456214635262,-0.024504456214635262,-0.0033063525058997234,-0.0033063525058997234,-0.024504456214635262,-0.024504456214635262,-0.0033063525058997234,-0.0033063525058997234,-0.024504456214635262,-0.024504456214635262,-0.0033063525058997234,-0.0033063525058997234,-0.024504456214635262,-0.024504456214635262,-0.0028555681014602596,-0.0028555681014602596,-0.024504456214635262,-0.024504456214635262,-0.0028555681014602596,-0.0028555681014602596,-0.024504456214635262,-0.024504456214635262,-0.0028555681014602596,-0.0028555681014602596,-0.024504456214635262,-0.024504456214635262,-0.002385194990036199,-0.002385194990036199,-0.024504456214635262,-0.024504456214635262,-0.002385194990036199,-0.002385194990036199,-0.024504456214635262,-0.024504456214635262,-0.002385194990036199,-0.002385194990036199
2019-01-04,0.016397923989857066,0.016397923989857066,0.0029855128904918704,0.0029855128904918704,0.016397923989857066,0.016397923989857066,0.0029855128904918704,0.0029855128904918704,0.016397923989857066,0.016397923989857066,0.0029855128904918704,0.0029855128904918704,0.016397923989857066,0.016397923989857066,0.0027228773861278643,0.0027228773861278643,0.016397923989857066,0.016397923989857066,0.0027228773861278643,0.0027228773861278643,0.016397923989857066,0.016397923989857066,0.0027228773861278643,0.0027228773861278643,0.016397923989857066,0.016397923989857066,0.0024497508421785774,0.0024497508421785774,0.016397923989857066,0.016397923989857066,0.0024497508421785774,0.0024497508421785774,0.016397923989857066,0.016397923989857066,0.0024497508421785774,0.0024497508421785774,0.016397923989857066,0.016397923989857066,0.002165491847255341,0.002165491847255341,0.016397923989857066,0.016397923989857066,0.002165491847255341,0.002165491847255341,0.016397923989857066,0.016397923989857066,0.002165491847255341,0.002165491847255341,0.016397923989857066,0.016397923989857066,0.0018694056152330774,0.0018694056152330774,0.016397923989857066,0.016397923989857066,0.0018694056152330774,0.0018694056152330774,0.016397923989857066,0.016397923989857066,0.0018694056152330774,0.0018694056152330774,0.016397923989857066,0.016397923989857066,0.001560738315353083,0.001560738315353083,0.016397923989857066,0.016397923989857066,0.001560738315353083,0.001560738315353083,0.016397923989857066,0.016397923989857066,0.001560738315353083,0.001560738315353083
2019-01-07,0.01956571451556366,0.01956571451556366,0.003609897771497783,0.003609897771497783,0.01956571451556366,0.01956571451556366,0.003609897771497783,0.003609897771497783,0.01956571451556366,0.01956571451556366,0.003609897771497783,0.003609897771497783,0.01956571451556366,0.01956571451556366,0.0032931974787300256,0.0032931974787300256,0.01956571451556366,0.01956571451556366,0.0032931974787300256,0.0032931974787300256,0.01956571451556366,0.01956571451556366,0.0032931974787300256,0.0032931974787300256,0.01956571451556366,0.01956571451556366,0.0029636704926190305,0.0029636704926190305,0.01956571451556366,0.01956571451556366,0.0029636704926190305,0.0029636704926190305,0.01956571451556366,0.01956571451556366,0.0029636704926190305,0.0029636704926190305,0.01956571451556366,0.01956571451556366,0.002620521465193537,0.002620521465193537,0.01956571451556366,0.01956571451556366,0.002620521465193537,0.002620521465193537,0.01956571451556366,0.01956571451556366,0.002620521465193537,0.002620521465193537,0.01956571451556366,0.01956571451556366,0.002262887904217914,0.002262887904217914,0.01956571451556366,0.01956571451556366,0.002262887904217914,0.002262887904217914,0.01956571451556366,0.01956571451556366,0.002262887904217914,0.002262887904217914,0.01956571451556366,0.01956571451556366,0.001889832934925062,0.001889832934925062,0.01956571451556366,0.01956571451556366,0.001889832934925062,0.001889832934925062,0.01956571451556366,0.01956571451556366,0.001889832934925062,0.001889832934925062
2019-01-08,-0.01110995351697286,-0.01110995351697286,-0.002082388323153772,-0.002082388323153772,-0.01110995351697286,-0.01110995351697286,-0.002082388323153772,-0.002082388323153772,-0.01110995351697286,-0.01110995351697286,-0.002082388323153772,-0.002082388323153772,-0.01110995351697286,-0.01110995351697286,-0.001900297770630277,-0.001900297770630277,-0.01110995351697286,-0.01110995351697286,-0.001900297770630277,-0.001900297770630277,-0.01110995351697286,-0.01110995351697286,-0.001900297770630277,-0.001900297770630277,-0.01110995351697286,-0.01110995351697286,-0.0017107102842138788,-0.0017107102842138788,-0.01110995351697286,-0.01110995351697286,-0.0017107102842138788,-0.0017107102842138788,-0.01110995351697286,-0.01110995351697286,-0.0017107102842138788,-0.0017107102842138788,-0.01110995351697286,-0.01110995351697286,-0.0015131531430300216,-0.0015131531430300216,-0.01110995351697286,-0.01110995351697286,-0.0015131531430300216,-0.0015131531430300216,-0.01110995351697286,-0.01110995351697286,-0.0015131531430300216,-0.0015131531430300216,-0.01110995351697286,-0.01110995351697286,-0.0013071130295637667,-0.0013071130295637667,-0.01110995351697286,-0.01110995351697286,-0.0013071130295637667,-0.0013071130295637667,-0.01110995351697286,-0.01110995351697286,-0.0013071130295637667,-0.0013071130295637667,-0.01110995351697286,-0.01110995351697286,-0.001092031576061081,-0.001092031576061081,-0.01110995351697286,-0.01110995351697286,-0.001092031576061081,-0.001092031576061081,-0.01110995351697286,-0.01110995351697286,-0.001092031576061081,-0.001092031576061081
2019-01-09,-0.0027237739355167045,-0.0027237739355167045,-0.0005059106896139198,-0.0005059106896139198,-0.0027237739355167045,-0.0027237739355167045,-0.0005059106896139198,-0.0005059106896139198,-0.0027237739355167045,-0.0027237739355167045,-0.0005059106896139198,-0.0005059106896139198,-0.0027237739355167045,-0.0027237739355167045,-0.00046158804927887154,-0.00046158804927887154,-0.0027237739355167045,-0.0027237739355167045,-0.00046158804927887154,-0.00046158804927887154,-0.0027237739355167045,-0.0027237739355167045,-0.00046158804927887154,-0.00046158804927887154,-0.0027237739355167045,-0.0027237739355167045,-0.00041545776252449595,-0.00041545776252449595,-0.0027237739355167045,-0.0027237739355167045,-0.00041545776252449595,-0.00041545776252449595,-0.0027237739355167045,-0.0027237739355167045,-0.00041545776252449595,-0.00041545776252449595,-0.0027237739355167045,-0.0027237739355167045,-0.00036740694331016677,-0.00036740694331016677,-0.0027237739355167045,-0.0027237739355167045,-0.00036740694331016677,-0.00036740694331016677,-0.0027237739355167045,-0.0027237739355167045,-0.00036740694331016677,-0.00036740694331016677,-0.0027237739355167045,-0.0027237739355167045,-0.00031731310625005005,-0.00031731310625005005,-0.0027237739355167045,-0.0027237739355167045,-0.00031731310625005005,-0.00031731310625005005,-0.0027237739355167045,-0.0027237739355167045,-0.00031731310625005005,-0.00031731310625005005,-0.0027237739355167045,-0.0027237739355167045,-0.0002650431240910356,-0.0002650431240910356,-0.0027237739355167045,-0.0027237739355167045,-0.0002650431240910356,-0.0002650431240910356,-0.0027237739355167045,-0.0027237739355167045,-0.0002650431240910356,-0.0002650431240910356
2019-01-10,0.010582904685284333,0.010582904685284333,0.001961294980212136,0.001961294980212136,0.010582904685284333,0.010582904685284333,0.001961294980212136,0.001961294980212136,0.010582904685284333,0.010582904685284333,0.001961294980212136,0.001961294980212136,0.010582904685284333,0.010582904685284333,0.0017893873331542576,0.0017893873331542576,0.010582904685284333,0.010582904685284333,0.0017893873331542576,0.0017893873331542576,0.010582904685284333,0.010582904685284333,0.0017893873331542576,0.0017893873331542576,0.010582904685284333,0.010582904685284333,0.0016104848266527139,0.0016104848266527139,0.010582904685284333,0.010582904685284333,0.0016104848266527139,0.0016104848266527139,0.010582904685284333,0.010582904685284333,0.0016104848266527139,0.0016104848266527139,0.010582904685284333,0.010582904685284333,0.001424151667149376,0.001424151667149376,0.010582904685284333,0.010582904685284333,0.001424151667149376,0.001424151667149376,0.010582904685284333,0.010582904685284333,0.001424151667149376,0.001424151667149376,0.010582904685284333,0.010582904685284333,0.0012299150922758795,0.0012299150922758795,0.010582904685284333,0.010582904685284333,0.0012299150922758795,0.0012299150922758795,0.010582904685284333,0.010582904685284333,0.0012299150922758795,0.0012299150922758795,0.010582904685284333,0.010582904685284333,0.0010272613657897889,0.0010272613657897889,0.010582904685284333,0.010582904685284333,0.0010272613657897889,0.0010272613657897889,0.010582904685284333,0.010582904685284333,0.0010272613657897889,0.0010272613657897889
2019-01-11,-0.0006756529152692758,-0.0006756529152692758,-0.00012629399142638498,-0.00012629399142638498,-0.0006756529152692758,-0.0006756529152692758,-0.00012629399142638498,-0.00012629399142638498,-0.0006756529152692758,-0.0006756529152692758,-0.00012629399142638498,-0.00012629399142638498,-0.0006756529152692758,-0.0006756529152692758,-0.00011524408649121742,-0.00011524408649121742,-0.0006756529152692758,-0.0006756529152692758,-0.00011524408649121742,-0.00011524408649121742,-0.0006756529152692758,-0.0006756529152692758,-0.00011524408649121742,-0.00011524408649121742,-0.0006756529152692758,-0.0006756529152692758,-0.0001037405372930067,-0.0001037405372930067,-0.0006756529152692758,-0.0006756529152692758,-0.0001037405372930067,-0.0001037405372930067,-0.0006756529152692758,-0.0006756529152692758,-0.0001037405372930067,-0.0001037405372930067,-0.0006756529152692758,-0.0006756529152692758,-9.175482241319255e-05,-9.175482241319255e-05,-0.0006756529152692758,-0.0006756529152692758,-9.175482241319255e-05,-9.175482241319255e-05,-0.0006756529152692758,-0.0006756529152692758,-9.175482241319255e-05,-9.175482241319255e-05,-0.0006756529152692758,-0.0006756529152692758,-7.925597833036147e-05,-7.925597833036147e-05,-0.0006756529152692758,-0.0006756529152692758,-7.925597833036147e-05,-7.925597833036147e-05,-0.0006756529152692758,-0.0006756529152692758,-7.925597833036147e-05,-7.925597833036147e-05,-0.0006756529152692758,-0.0006756529152692758,-6.621033232667717e-05,-6.621033232667717e-05,-0.0006756529152692758,-0.0006756529152692758,-6.621033232667717e-05,-6.621033232667717e-05,-0.0006756529152692758,-0.0006756529152692758,-6.621033232667717e-05,-6.621033232667717e-05
2019-01-14,-0.01656389787580448,-0.01656389787580448,-0.0030944459330525254,-0.0030944459330525254,-0.01656389787580448,-0.01656389787580448,-0.0030944459330525254,-0.0030944459330525254,-0.01656389787580448,-0.01656389787580448,-0.0030944459330525254,-0.0030944459330525254,-0.01656389787580448,-0.01656389787580448,-0.002823670783462018,-0.002823670783462018,-0.01656389787580448,-0.01656389787580448,-0.002823670783462018,-0.002823670783462018,-0.01656389787580448,-0.01656389787580448,-0.002823670783462018,-0.002823670783462018,-0.01656389787580448,-0.01656389787580448,-0.002541785553249909,-0.002541785553249909,-0.01656389787580448,-0.01656389787580448,-0.002541785553249909,-0.002541785553249909,-0.01656389787580448,-0.01656389787580448,-0.002541785553249909,-0.002541785553249909,-0.01656389787580448,-0.01656389787580448,-0.002248092139856328,-0.002248092139856328,-0.01656389787580448,-0.01656389787580448,-0.002248092139856328,-0.002248092139856328,-0.01656389787580448,-0.01656389787580448,-0.002248092139856328,-0.002248092139856328,-0.01656389787580448,-0.01656389787580448,-0.00194183270241588,-0.00194183270241588,-0.01656389787580448,-0.01656389787580448,-0.00194183270241588,-0.00194183270241588,-0.01656389787580448,-0.01656389787580448,-0.00194183270241588,-0.00194183270241588,-0.01656389787580448,-0.01656389787580448,-0.0016221831321298064,-0.0016221831321298064,-0.01656389787580448,-0.01656389787580448,-0.0016221831321298064,-0.0016221831321298064,-0.01656389787580448,-0.01656389787580448,-0.0016221831321298064,-0.0016221831321298064
2019-01-15,0.0017187011098596106,0.0017187011098596106,0.0003167472433325269,0.0003167472433325269,0.0017187011098596106,0.0017187011098596106,0.0003167472433325269,0.0003167472433325269,0.0017187011098596106,0.0017187011098596106,0.0003167472433325269,0.0003167472433325269,0.0017187011098596106,0.0017187011098596106,0.0002889522362796715,0.0002889522362796715,0.0017187011098596106,0.0017187011098596106,0.0002889522362796715,0.0002889522362796715,0.0017187011098596106,0.0017187011098596106,0.0002889522362796715,0.0002889522362796715,0.0017187011098596106,0.0017187011098596106,0.00026003281422681823,0.00026003281422681823,0.0017187011098596106,0.0017187011098596106,0.00026003281422681823,0.00026003281422681823,0.0017187011098596106,0.0017187011098596106,0.00026003281422681823,0.00026003281422681823,0.0017187011098596106,0.0017187011098596106,0.00022991933822114063,0.00022991933822114063,0.0017187011098596106,0.0017187011098596106,0.00022991933822114063,0.00022991933822114063,0.0017187011098596106,0.0017187011098596106,0.00022991933822114063,0.00022991933822114063,0.0017187011098596106,0.0017187011098596106,0.00019853629744326362,0.00019853629744326362,0.0017187011098596106,0.0017187011098596106,0.00019853629744326362,0.00019853629744326362,0.0017187011098596106,0.0017187011098596106,0.00019853629744326362,0.00019853629744326362,0.0017187011098596106,0.0017187011098596106,0.00016580167699453696,0.00016580167699453696,0.0017187011098596106,0.0017187011098596106,0.00016580167699453696,0.00016580167699453696,0.0017187011098596106,0.0017187011098596106,0.00016580167699453696,0.00016580167699453696
